job_id,job_title,job_category,years_of_experience,education_required,annual_salary_usd,city,country,company_size,industry,ai_salary_premium_pct,salary level,salary_tier,,,,,
AIJOB0754,Computer Vision Engineer,Ai Engineering,4,bachelor's,215000,DUBAI,UAE,mid-size(7-5000),Consulting,7,senior,$200-300k,,,,,
AIJOB0755,Prompt Engineer,Ai Engineering,1,bootcamp/self-taught,90000,BANGALORE,INDIA,mid-size(7-5000),Finance,7,entry,$100k,,,,,
AIJOB0756,Ai Ethics Officer,Governance,12,bootcamp/self-taught,176000,LONDON,UK,big tech(1),Government,10,upper-mid,$150-200k,,,,,
AIJOB0757,Robotics Engineer (Ai,Robotics,4,master's,139000,ZURICH,SWITZERLAND,sme(1-500),Consulting,13,mid,$100-150k,,,,,
AIJOB0758,Senior Ml Engineer,Ai Engineering,9,bachelor's,231000,BERLIN,GERMANY,big tech(1),Finance,10,senior,$200-300k,,,,,
AIJOB0759,Ai Compliance Manager,Governance,3,bachelor's,181000,ZURICH,SWITZERLAND,big tech(1),Automotive,11,upper-mid,$150-200k,,,,,
AIJOB0760,Data Scientist,Data Science,2,bootcamp/self-taught,176000,LOS ANGELES,USA,mid-size(9-5000),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB0761,Prompt Engineer,Ai Engineering,5,master's,161000,BOSTON,USA,enterprise(5-5000),Education,5,upper-mid,$150-200k,,,,,
AIJOB0762,Deep Learning Engineer,Ai Engineering,4,associate's,206000,SYDNEY,AUSTRALIA,mid-size(6-5000),Finance,6,senior,$200-300k,,,,,
AIJOB0763,Ai Security Engineer,Security,3,master's,234000,CHICAGO,USA,big tech(9),Retail,9,senior,$200-300k,,,,,
AIJOB0764,Senior Data Scientist,Data Science,11,associate's,157000,LONDON,UK,startup(8-50),Manufacturing,8,upper-mid,$150-200k,,,,,
AIJOB0765,Ai Engineer,Ai Engineering,7,associate's,135000,SEATTLE,USA,mid-size(1-5000),Research,12,mid,$100-150k,,,,,
AIJOB0766,Mlops Engineer,Ml Operations,4,bachelor's,135000,PARIS,FRANCE,mid-size(1-5000),Retail,16,mid,$100-150k,,,,,
AIJOB0767,Ai Engineer,Ai Engineering,3,bachelor's,194000,NEW YORK,USA,big tech(9),Government,9,upper-mid,$150-200k,,,,,
AIJOB0768,Data Engineer (Ai,Data Engineering,5,master's,263000,NEW YORK,USA,mid-size(1-5000),Automotive,14,senior,$200-300k,,,,,
AIJOB0769,Ai Compliance Manager,Governance,7,master's,100000,BEIJING,CHINA,big tech(1),Retail,11,entry,$100k,,,,,
AIJOB0770,Nlp Engineer,Ai Engineering,4,master's,259000,DUBAI,UAE,sme(8-500),Media,8,senior,$200-300k,,,,,
AIJOB0771,Prompt Engineer,Ai Engineering,3,master's,208000,AUSTIN,USA,mid-size(6-5000),Manufacturing,6,senior,$200-300k,,,,,
AIJOB0772,Generative Ai Engineer,Ai Engineering,8,phd,193000,SINGAPORE,SINGAPORE,mid-size(1-5000),Retail,13,upper-mid,$150-200k,,,,,
AIJOB0773,Ai Compliance Manager,Governance,5,master's,135000,LONDON,UK,startup(1-50),Consulting,18,mid,$100-150k,,,,,
AIJOB0774,Deep Learning Engineer,Ai Engineering,6,bachelor's,195000,DUBAI,UAE,mid-size(4-5000),Research,4,upper-mid,$150-200k,,,,,
AIJOB0775,Ai Agent Developer,Ai Engineering,4,master's,257000,LOS ANGELES,USA,enterprise(1-5000),Energy,13,senior,$200-300k,,,,,
AIJOB0776,Prompt Engineer,Ai Engineering,2,bachelor's,120000,TOKYO,JAPAN,big tech(7),Media,7,mid,$100-150k,,,,,
AIJOB0777,Ai Agent Developer,Ai Engineering,7,associate's,212000,REMOTE,GLOBAL,mid-size(9-5000),Finance,9,senior,$200-300k,,,,,
AIJOB0778,Data Scientist,Data Science,5,master's,138000,TOKYO,JAPAN,mid-size(7-5000),Automotive,7,mid,$100-150k,,,,,
AIJOB0779,Senior Ml Engineer,Ai Engineering,11,phd,212000,SEATTLE,USA,mid-size(1-5000),Government,18,senior,$200-300k,,,,,
AIJOB0780,Senior Data Scientist,Data Science,5,master's,157000,AMSTERDAM,NETHERLANDS,startup(6-50),Government,6,upper-mid,$150-200k,,,,,
AIJOB0781,Ai Compliance Manager,Governance,9,phd,201000,LOS ANGELES,USA,mid-size(1-5000),Energy,13,senior,$200-300k,,,,,
AIJOB0782,Mlops Engineer,Ml Operations,4,master's,183000,TOKYO,JAPAN,startup(1-50),Consulting,15,upper-mid,$150-200k,,,,,
AIJOB0783,Ai Engineer,Ai Engineering,2,associate's,100000,BEIJING,CHINA,startup(1-50),Government,15,entry,$100k,,,,,
AIJOB0784,Llm Engineer,Ai Engineering,4,bachelor's,360000,PARIS,FRANCE,big tech(3),Energy,3,elite,$300k,,,,,
AIJOB0785,Ai Research Scientist,Research,6,master's,163000,LOS ANGELES,USA,startup(1-50),Consulting,16,upper-mid,$150-200k,,,,,
AIJOB0786,Deep Learning Engineer,Ai Engineering,8,associate's,174000,PARIS,FRANCE,big tech(4),Government,4,upper-mid,$150-200k,,,,,
AIJOB0787,Ai Engineer,Ai Engineering,6,associate's,159000,TOKYO,JAPAN,sme(1-500),Government,17,upper-mid,$150-200k,,,,,
AIJOB0788,Multimodal Ai Engineer,Ai Engineering,9,associate's,214000,AUSTIN,USA,sme(1-500),Automotive,16,senior,$200-300k,,,,,
AIJOB0789,Ai Research Scientist,Research,12,bachelor's,130000,REMOTE,GLOBAL,sme(1-500),Finance,10,mid,$100-150k,,,,,
AIJOB0790,Ml Engineer,Ai Engineering,4,associate's,157000,SEATTLE,USA,enterprise(1-5000),Government,17,upper-mid,$150-200k,,,,,
AIJOB0791,Prompt Engineer,Ai Engineering,3,master's,166000,AUSTIN,USA,startup(6-50),Technology,6,upper-mid,$150-200k,,,,,
AIJOB0792,Senior Data Scientist,Data Science,6,bachelor's,157000,BEIJING,CHINA,sme(5-500),Media,5,upper-mid,$150-200k,,,,,
AIJOB0793,Senior Data Scientist,Data Science,11,master's,157000,TORONTO,CANADA,mid-size(4-5000),Healthcare,4,upper-mid,$150-200k,,,,,
AIJOB0794,Nlp Engineer,Ai Engineering,8,bootcamp/self-taught,153000,DUBAI,UAE,mid-size(9-5000),Research,9,upper-mid,$150-200k,,,,,
AIJOB0795,Ml Engineer,Ai Engineering,6,phd,336000,BOSTON,USA,enterprise(1-5000),Research,15,elite,$300k,,,,,
AIJOB0796,Ai Agent Developer,Ai Engineering,4,bachelor's,258000,SEATTLE,USA,enterprise(1-5000),Automotive,13,senior,$200-300k,,,,,
AIJOB0797,Ai Product Manager,Product,7,master's,174000,AMSTERDAM,NETHERLANDS,startup(1-50),Research,17,upper-mid,$150-200k,,,,,
AIJOB0798,Ai Engineer,Ai Engineering,7,associate's,142000,SINGAPORE,SINGAPORE,startup(1-50),Finance,15,mid,$100-150k,,,,,
AIJOB0799,Data Scientist,Data Science,8,bachelor's,138000,BERLIN,GERMANY,enterprise(8-5000),Media,8,mid,$100-150k,,,,,
AIJOB0800,Robotics Engineer (Ai,Robotics,3,bachelor's,212000,SAN FRANCISCO,USA,sme(1-500),Consulting,17,senior,$200-300k,,,,,
AIJOB0801,Senior Ml Engineer,Ai Engineering,12,bootcamp/self-taught,307000,SEATTLE,USA,mid-size(1-5000),Media,12,elite,$300k,,,,,
AIJOB0802,Rag Engineer,Ai Engineering,2,bachelor's,310000,ZURICH,SWITZERLAND,mid-size(4-5000),Manufacturing,4,elite,$300k,,,,,
AIJOB0803,Multimodal Ai Engineer,Ai Engineering,9,master's,269000,DUBAI,UAE,startup(1-50),Government,14,senior,$200-300k,,,,,
AIJOB0804,Ai Research Scientist,Research,8,phd,224000,BERLIN,GERMANY,big tech(1),Manufacturing,14,senior,$200-300k,,,,,
AIJOB0805,Robotics Engineer (Ai,Robotics,6,master's,125000,BANGALORE,INDIA,mid-size(1-5000),Healthcare,11,mid,$100-150k,,,,,
AIJOB0806,Llm Engineer,Ai Engineering,3,bootcamp/self-taught,278000,CHICAGO,USA,big tech(6),Finance,6,senior,$200-300k,,,,,
AIJOB0807,Llm Engineer,Ai Engineering,5,associate's,160000,TOKYO,JAPAN,mid-size(7-5000),Finance,7,upper-mid,$150-200k,,,,,
AIJOB0808,Ai Business Analyst,Business,3,bachelor's,95000,LONDON,UK,mid-size(1-5000),Manufacturing,10,entry,$100k,,,,,
AIJOB0809,Ai Ethics Officer,Governance,9,bootcamp/self-taught,110000,DUBAI,UAE,startup(1-50),Technology,10,mid,$100-150k,,,,,
AIJOB0810,Ai Business Analyst,Business,3,associate's,95000,DUBAI,UAE,enterprise(1-5000),Media,16,entry,$100k,,,,,
AIJOB0811,Ai Compliance Manager,Governance,9,phd,121000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Education,13,mid,$100-150k,,,,,
AIJOB0812,Ai Product Manager,Product,10,phd,140000,BANGALORE,INDIA,enterprise(1-5000),Manufacturing,17,mid,$100-150k,,,,,
AIJOB0813,Data Engineer (Ai,Data Engineering,3,bachelor's,189000,LONDON,UK,big tech(1),Technology,13,upper-mid,$150-200k,,,,,
AIJOB0814,Ai Research Scientist,Research,12,phd,299000,BOSTON,USA,mid-size(1-5000),Research,14,senior,$200-300k,,,,,
AIJOB0815,Generative Ai Engineer,Ai Engineering,2,master's,300000,CHICAGO,USA,mid-size(1-5000),Finance,14,senior,$200-300k,,,,,
AIJOB0816,Senior Ml Engineer,Ai Engineering,11,bachelor's,227000,NEW YORK,USA,enterprise(1-5000),Healthcare,12,senior,$200-300k,,,,,
AIJOB0817,Data Engineer (Ai,Data Engineering,4,phd,264000,REMOTE,GLOBAL,enterprise(1-5000),Media,17,senior,$200-300k,,,,,
AIJOB0818,Generative Ai Engineer,Ai Engineering,7,associate's,177000,BOSTON,USA,enterprise(1-5000),Research,17,upper-mid,$150-200k,,,,,
AIJOB0819,Ai Product Manager,Product,8,associate's,158000,CHICAGO,USA,sme(1-500),Consulting,14,upper-mid,$150-200k,,,,,
AIJOB0820,Ai Infrastructure Eng,Infrastructure,5,phd,241000,LONDON,UK,big tech(1),Government,17,senior,$200-300k,,,,,
AIJOB0821,Rag Engineer,Ai Engineering,6,associate's,282000,BOSTON,USA,sme(7-500),Automotive,7,senior,$200-300k,,,,,
AIJOB0822,Ai Ethics Officer,Governance,5,master's,110000,TORONTO,CANADA,sme(8-500),Healthcare,8,mid,$100-150k,,,,,
AIJOB0823,Ai Solutions Architect,Architecture,11,phd,384000,DUBAI,UAE,big tech(1),Retail,10,elite,$300k,,,,,
AIJOB0824,Ai Product Manager,Product,5,phd,211000,BOSTON,USA,enterprise(1-5000),Healthcare,15,senior,$200-300k,,,,,
AIJOB0825,Deep Learning Engineer,Ai Engineering,6,bachelor's,192000,REMOTE,GLOBAL,mid-size(4-5000),Consulting,4,upper-mid,$150-200k,,,,,
AIJOB0826,Generative Ai Engineer,Ai Engineering,7,master's,172000,AUSTIN,USA,startup(9-50),Government,9,upper-mid,$150-200k,,,,,
AIJOB0827,Senior Data Scientist,Data Science,8,master's,261600,TORONTO,CANADA,big tech(8),Automotive,8,senior,$200-300k,,,,,
AIJOB0828,Data Scientist,Data Science,2,bachelor's,138000,AUSTIN,USA,mid-size(4-5000),Energy,4,mid,$100-150k,,,,,
AIJOB0829,Data Engineer (Ai,Data Engineering,6,master's,130000,SYDNEY,AUSTRALIA,startup(1-50),Retail,17,mid,$100-150k,,,,,
AIJOB0830,Deep Learning Engineer,Ai Engineering,10,master's,179000,SAN FRANCISCO,USA,mid-size(3-5000),Media,3,upper-mid,$150-200k,,,,,
AIJOB0831,Prompt Engineer,Ai Engineering,2,bootcamp/self-taught,98000,AMSTERDAM,NETHERLANDS,big tech(9),Automotive,9,entry,$100k,,,,,
AIJOB0832,Llm Engineer,Ai Engineering,8,phd,360000,REMOTE,GLOBAL,big tech(5),Healthcare,5,elite,$300k,,,,,
AIJOB0833,Prompt Engineer,Ai Engineering,1,associate's,92000,SAN FRANCISCO,USA,startup(5-50),Finance,5,entry,$100k,,,,,
AIJOB0834,Robotics Engineer (Ai,Robotics,5,phd,260000,SAN FRANCISCO,USA,big tech(1),Automotive,12,senior,$200-300k,,,,,
AIJOB0835,Senior Ml Engineer,Ai Engineering,12,associate's,330000,NEW YORK,USA,mid-size(1-5000),Energy,12,elite,$300k,,,,,
AIJOB0836,Prompt Engineer,Ai Engineering,5,bachelor's,90000,BEIJING,CHINA,mid-size(9-5000),Retail,9,entry,$100k,,,,,
AIJOB0837,Ai Security Engineer,Security,7,bachelor's,185000,LONDON,UK,sme(9-500),Finance,9,upper-mid,$150-200k,,,,,
AIJOB0838,Ml Engineer,Ai Engineering,4,associate's,222000,SAN FRANCISCO,USA,mid-size(1-5000),Retail,13,senior,$200-300k,,,,,
AIJOB0839,Llm Engineer,Ai Engineering,3,master's,166000,BEIJING,CHINA,big tech(4),Government,4,upper-mid,$150-200k,,,,,
AIJOB0840,Computer Vision Engineer,Ai Engineering,6,phd,159000,LONDON,UK,sme(5-500),Research,5,upper-mid,$150-200k,,,,,
AIJOB0841,Ai Engineer,Ai Engineering,6,associate's,124000,LOS ANGELES,USA,enterprise(8-5000),Consulting,8,mid,$100-150k,,,,,
AIJOB0842,Senior Ml Engineer,Ai Engineering,6,master's,345000,LONDON,UK,mid-size(1-5000),Media,16,elite,$300k,,,,,
AIJOB0843,Generative Ai Engineer,Ai Engineering,2,associate's,299000,LONDON,UK,big tech(1),Education,15,senior,$200-300k,,,,,
AIJOB0844,Senior Ml Engineer,Ai Engineering,6,bachelor's,374400,PARIS,FRANCE,big tech(1),Education,12,elite,$300k,,,,,
AIJOB0845,Ai Agent Developer,Ai Engineering,7,associate's,157000,NEW YORK,USA,mid-size(1-5000),Government,17,upper-mid,$150-200k,,,,,
AIJOB0846,Robotics Engineer (Ai,Robotics,10,bootcamp/self-taught,131000,TOKYO,JAPAN,sme(1-500),Research,14,mid,$100-150k,,,,,
AIJOB0847,Ai Solutions Architect,Architecture,8,bachelor's,340000,SAN FRANCISCO,USA,sme(1-500),Energy,16,elite,$300k,,,,,
AIJOB0848,Rag Engineer,Ai Engineering,3,phd,287000,NEW YORK,USA,enterprise(9-5000),Finance,9,senior,$200-300k,,,,,
AIJOB0849,Multimodal Ai Engineer,Ai Engineering,4,bootcamp/self-taught,160000,BEIJING,CHINA,sme(1-500),Retail,13,upper-mid,$150-200k,,,,,
AIJOB0850,Data Engineer (Ai,Data Engineering,6,master's,183000,BERLIN,GERMANY,mid-size(1-5000),Retail,14,upper-mid,$150-200k,,,,,
AIJOB0851,Generative Ai Engineer,Ai Engineering,6,phd,354000,SEATTLE,USA,big tech(9),Healthcare,9,elite,$300k,,,,,
AIJOB0852,Ai Product Manager,Product,8,bootcamp/self-taught,140000,BEIJING,CHINA,sme(1-500),Retail,12,mid,$100-150k,,,,,
AIJOB0853,Ai Business Analyst,Business,3,bachelor's,95000,BERLIN,GERMANY,mid-size(9-5000),Research,9,entry,$100k,,,,,
AIJOB0854,Rag Engineer,Ai Engineering,3,master's,336000,TOKYO,JAPAN,big tech(3),Government,3,elite,$300k,,,,,
AIJOB0855,Mlops Engineer,Ml Operations,6,master's,243000,DUBAI,UAE,big tech(8),Government,8,senior,$200-300k,,,,,
AIJOB0856,Ai Ethics Officer,Governance,8,associate's,110000,ZURICH,SWITZERLAND,mid-size(1-5000),Manufacturing,12,mid,$100-150k,,,,,
AIJOB0857,Ai Product Manager,Product,8,bootcamp/self-taught,140000,PARIS,FRANCE,startup(1-50),Finance,11,mid,$100-150k,,,,,
AIJOB0858,Ai Infrastructure Eng,Infrastructure,7,master's,324000,REMOTE,GLOBAL,mid-size(9-5000),Retail,9,elite,$300k,,,,,
AIJOB0859,Robotics Engineer (Ai,Robotics,3,bachelor's,126000,DUBAI,UAE,enterprise(9-5000),Healthcare,9,mid,$100-150k,,,,,
AIJOB0860,Computer Vision Engineer,Ai Engineering,9,phd,305000,ZURICH,SWITZERLAND,sme(8-500),Media,8,elite,$300k,,,,,
AIJOB0861,Ai Business Analyst,Business,8,bootcamp/self-taught,101000,SYDNEY,AUSTRALIA,big tech(1),Consulting,16,mid,$100-150k,,,,,
AIJOB0862,Ml Engineer,Ai Engineering,7,phd,336000,NEW YORK,USA,enterprise(1-5000),Research,11,elite,$300k,,,,,
AIJOB0863,Multimodal Ai Engineer,Ai Engineering,6,bootcamp/self-taught,160000,BEIJING,CHINA,startup(1-50),Technology,16,upper-mid,$150-200k,,,,,
AIJOB0864,Data Engineer (Ai,Data Engineering,5,bachelor's,216000,SAN FRANCISCO,USA,big tech(1),Energy,18,senior,$200-300k,,,,,
AIJOB0865,Rag Engineer,Ai Engineering,7,phd,167000,LONDON,UK,mid-size(4-5000),Retail,4,upper-mid,$150-200k,,,,,
AIJOB0866,Multimodal Ai Engineer,Ai Engineering,7,bootcamp/self-taught,194000,SINGAPORE,SINGAPORE,mid-size(1-5000),Energy,13,upper-mid,$150-200k,,,,,
AIJOB0867,Ai Compliance Manager,Governance,7,master's,100000,TORONTO,CANADA,sme(1-500),Energy,16,entry,$100k,,,,,
AIJOB0868,Llm Engineer,Ai Engineering,5,associate's,160000,LONDON,UK,startup(4-50),Automotive,4,upper-mid,$150-200k,,,,,
AIJOB0869,Ai Engineer,Ai Engineering,6,master's,126000,SYDNEY,AUSTRALIA,sme(8-500),Technology,8,mid,$100-150k,,,,,
AIJOB0870,Ai Security Engineer,Security,3,bootcamp/self-taught,208000,SYDNEY,AUSTRALIA,enterprise(1-5000),Finance,10,senior,$200-300k,,,,,
AIJOB0871,Nlp Engineer,Ai Engineering,4,master's,216000,TOKYO,JAPAN,mid-size(1-5000),Retail,10,senior,$200-300k,,,,,
AIJOB0872,Deep Learning Engineer,Ai Engineering,7,master's,324000,SAN FRANCISCO,USA,enterprise(9-5000),Government,9,elite,$300k,,,,,
AIJOB0873,Llm Engineer,Ai Engineering,3,bachelor's,160000,SINGAPORE,SINGAPORE,mid-size(3-5000),Technology,3,upper-mid,$150-200k,,,,,
AIJOB0874,Deep Learning Engineer,Ai Engineering,9,bootcamp/self-taught,179000,PARIS,FRANCE,big tech(9),Media,9,upper-mid,$150-200k,,,,,
AIJOB0875,Ai Agent Developer,Ai Engineering,6,phd,229000,REMOTE,GLOBAL,big tech(1),Automotive,17,senior,$200-300k,,,,,
AIJOB0876,Ai Solutions Architect,Architecture,7,bootcamp/self-taught,213000,DUBAI,UAE,big tech(1),Manufacturing,11,senior,$200-300k,,,,,
AIJOB0877,Senior Ml Engineer,Ai Engineering,6,bootcamp/self-taught,307000,AUSTIN,USA,enterprise(1-5000),Healthcare,10,elite,$300k,,,,,
AIJOB0878,Senior Ml Engineer,Ai Engineering,7,phd,253000,ZURICH,SWITZERLAND,startup(1-50),Manufacturing,13,senior,$200-300k,,,,,
AIJOB0879,Ai Ethics Officer,Governance,10,bachelor's,177000,SAN FRANCISCO,USA,big tech(9),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB0880,Robotics Engineer (Ai,Robotics,10,bachelor's,125000,BEIJING,CHINA,mid-size(1-5000),Government,17,mid,$100-150k,,,,,
AIJOB0881,Ai Ethics Officer,Governance,4,associate's,159000,SEATTLE,USA,startup(1-50),Consulting,10,upper-mid,$150-200k,,,,,
AIJOB0882,Ai Solutions Architect,Architecture,13,master's,344000,NEW YORK,USA,big tech(1),Retail,16,elite,$300k,,,,,
AIJOB0883,Robotics Engineer (Ai,Robotics,10,master's,149000,TORONTO,CANADA,mid-size(1-5000),Finance,15,mid,$100-150k,,,,,
AIJOB0884,Ai Ethics Officer,Governance,5,master's,144000,LOS ANGELES,USA,mid-size(1-5000),Media,12,mid,$100-150k,,,,,
AIJOB0885,Generative Ai Engineer,Ai Engineering,8,associate's,232000,SINGAPORE,SINGAPORE,enterprise(1-5000),Retail,12,senior,$200-300k,,,,,
AIJOB0886,Ai Infrastructure Eng,Infrastructure,4,associate's,140000,BERLIN,GERMANY,mid-size(1-5000),Technology,12,mid,$100-150k,,,,,
AIJOB0887,Ai Product Manager,Product,8,bootcamp/self-taught,145000,SINGAPORE,SINGAPORE,startup(1-50),Technology,15,mid,$100-150k,,,,,
AIJOB0888,Data Scientist,Data Science,2,associate's,216000,SEATTLE,USA,startup(4-50),Consulting,4,senior,$200-300k,,,,,
AIJOB0889,Ai Product Manager,Product,9,bachelor's,140000,BERLIN,GERMANY,startup(1-50),Healthcare,16,mid,$100-150k,,,,,
AIJOB0890,Deep Learning Engineer,Ai Engineering,8,bootcamp/self-taught,216000,CHICAGO,USA,mid-size(4-5000),Research,4,senior,$200-300k,,,,,
AIJOB0891,Ai Business Analyst,Business,5,bachelor's,95000,SINGAPORE,SINGAPORE,startup(1-50),Finance,12,entry,$100k,,,,,
AIJOB0892,Rag Engineer,Ai Engineering,6,associate's,145000,PARIS,FRANCE,startup(5-50),Manufacturing,5,mid,$100-150k,,,,,
AIJOB0893,Ai Ethics Officer,Governance,10,bachelor's,110000,BANGALORE,INDIA,big tech(1),Research,18,mid,$100-150k,,,,,
AIJOB0894,Multimodal Ai Engineer,Ai Engineering,5,phd,360000,LOS ANGELES,USA,big tech(8),Healthcare,8,elite,$300k,,,,,
AIJOB0895,Deep Learning Engineer,Ai Engineering,5,master's,229000,SYDNEY,AUSTRALIA,mid-size(9-5000),Automotive,9,senior,$200-300k,,,,,
AIJOB0896,Ai Agent Developer,Ai Engineering,6,master's,170000,AMSTERDAM,NETHERLANDS,startup(1-50),Government,16,upper-mid,$150-200k,,,,,
AIJOB0897,Ai Solutions Architect,Architecture,8,phd,384000,TORONTO,CANADA,big tech(1),Technology,16,elite,$300k,,,,,
AIJOB0898,Ai Infrastructure Eng,Infrastructure,3,phd,307000,AUSTIN,USA,enterprise(1-5000),Finance,11,elite,$300k,,,,,
AIJOB0899,Deep Learning Engineer,Ai Engineering,5,associate's,141000,AMSTERDAM,NETHERLANDS,sme(4-500),Consulting,4,mid,$100-150k,,,,,
AIJOB0900,Data Engineer (Ai,Data Engineering,6,associate's,130000,TORONTO,CANADA,big tech(1),Education,16,mid,$100-150k,,,,,
AIJOB0901,Rag Engineer,Ai Engineering,4,master's,336000,AUSTIN,USA,big tech(4),Healthcare,4,elite,$300k,,,,,
AIJOB0902,Senior Data Scientist,Data Science,12,bachelor's,177000,AUSTIN,USA,startup(8-50),Manufacturing,8,upper-mid,$150-200k,,,,,
AIJOB0903,Ai Engineer,Ai Engineering,7,bachelor's,125000,AUSTIN,USA,startup(1-50),Research,10,mid,$100-150k,,,,,
AIJOB0904,Ai Security Engineer,Security,9,bachelor's,270000,SEATTLE,USA,enterprise(1-5000),Education,12,senior,$200-300k,,,,,
AIJOB0905,Multimodal Ai Engineer,Ai Engineering,9,bootcamp/self-taught,190000,SAN FRANCISCO,USA,sme(1-500),Research,10,upper-mid,$150-200k,,,,,
AIJOB0906,Robotics Engineer (Ai,Robotics,4,bootcamp/self-taught,137000,BERLIN,GERMANY,startup(1-50),Media,18,mid,$100-150k,,,,,
AIJOB0907,Llm Engineer,Ai Engineering,8,bachelor's,193000,LONDON,UK,enterprise(4-5000),Government,4,upper-mid,$150-200k,,,,,
AIJOB0908,Prompt Engineer,Ai Engineering,4,associate's,109000,SINGAPORE,SINGAPORE,startup(5-50),Retail,5,mid,$100-150k,,,,,
AIJOB0909,Ai Product Manager,Product,8,master's,175000,TOKYO,JAPAN,mid-size(1-5000),Research,16,upper-mid,$150-200k,,,,,
AIJOB0910,Nlp Engineer,Ai Engineering,7,master's,348000,LOS ANGELES,USA,big tech(3),Automotive,3,elite,$300k,,,,,
AIJOB0911,Multimodal Ai Engineer,Ai Engineering,8,bachelor's,300000,DUBAI,UAE,enterprise(1-5000),Manufacturing,12,senior,$200-300k,,,,,
AIJOB0912,Ai Compliance Manager,Governance,10,master's,137000,TORONTO,CANADA,sme(9-500),Automotive,9,mid,$100-150k,,,,,
AIJOB0913,Ai Engineer,Ai Engineering,4,associate's,100000,BANGALORE,INDIA,mid-size(1-5000),Government,13,entry,$100k,,,,,
AIJOB0914,Senior Data Scientist,Data Science,6,phd,157000,LONDON,UK,mid-size(5-5000),Manufacturing,5,upper-mid,$150-200k,,,,,
AIJOB0915,Ai Compliance Manager,Governance,4,bachelor's,100000,ZURICH,SWITZERLAND,sme(1-500),Manufacturing,13,entry,$100k,,,,,
AIJOB0916,Data Engineer (Ai,Data Engineering,4,associate's,156000,BERLIN,GERMANY,sme(1-500),Consulting,15,upper-mid,$150-200k,,,,,
AIJOB0917,Senior Data Scientist,Data Science,11,bootcamp/self-taught,200000,LONDON,UK,enterprise(8-5000),Retail,8,upper-mid,$150-200k,,,,,
AIJOB0918,Ai Solutions Architect,Architecture,14,phd,180000,TOKYO,JAPAN,startup(1-50),Finance,11,upper-mid,$150-200k,,,,,
AIJOB0919,Rag Engineer,Ai Engineering,6,master's,145000,PARIS,FRANCE,sme(5-500),Automotive,5,mid,$100-150k,,,,,
AIJOB0920,Ai Engineer,Ai Engineering,7,master's,100000,BEIJING,CHINA,sme(1-500),Healthcare,15,entry,$100k,,,,,
AIJOB0921,Rag Engineer,Ai Engineering,5,phd,145000,BEIJING,CHINA,sme(3-500),Media,3,mid,$100-150k,,,,,
AIJOB0922,Ml Engineer,Ai Engineering,4,associate's,194000,DUBAI,UAE,sme(9-500),Finance,9,upper-mid,$150-200k,,,,,
AIJOB0923,Robotics Engineer (Ai,Robotics,9,bootcamp/self-taught,125000,TOKYO,JAPAN,sme(1-500),Healthcare,18,mid,$100-150k,,,,,
AIJOB0924,Ai Research Scientist,Research,6,associate's,115000,DUBAI,UAE,startup(1-50),Government,10,mid,$100-150k,,,,,
AIJOB0925,Ai Agent Developer,Ai Engineering,3,bootcamp/self-taught,261000,NEW YORK,USA,enterprise(1-5000),Retail,10,senior,$200-300k,,,,,
AIJOB0926,Ai Compliance Manager,Governance,4,master's,240000,BOSTON,USA,big tech(1),Consulting,14,senior,$200-300k,,,,,
AIJOB0927,Generative Ai Engineer,Ai Engineering,6,phd,150000,BERLIN,GERMANY,enterprise(9-5000),Research,9,mid,$100-150k,,,,,
AIJOB0928,Ai Engineer,Ai Engineering,6,associate's,100000,BANGALORE,INDIA,startup(8-50),Technology,8,entry,$100k,,,,,
AIJOB0929,Rag Engineer,Ai Engineering,2,bachelor's,154000,REMOTE,GLOBAL,startup(6-50),Energy,6,upper-mid,$150-200k,,,,,
AIJOB0930,Prompt Engineer,Ai Engineering,2,bachelor's,162000,REMOTE,GLOBAL,enterprise(8-5000),Media,8,upper-mid,$150-200k,,,,,
AIJOB0931,Ai Agent Developer,Ai Engineering,7,bachelor's,155000,BANGALORE,INDIA,mid-size(9-5000),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB0932,Llm Engineer,Ai Engineering,7,phd,289000,BERLIN,GERMANY,mid-size(8-5000),Retail,8,senior,$200-300k,,,,,
AIJOB0933,Mlops Engineer,Ml Operations,6,bootcamp/self-taught,212000,SEATTLE,USA,enterprise(1-5000),Automotive,15,senior,$200-300k,,,,,
AIJOB0934,Ai Business Analyst,Business,2,bootcamp/self-taught,123000,AMSTERDAM,NETHERLANDS,big tech(1),Research,13,mid,$100-150k,,,,,
AIJOB0935,Ai Research Scientist,Research,5,bootcamp/self-taught,152000,ZURICH,SWITZERLAND,enterprise(1-5000),Consulting,11,upper-mid,$150-200k,,,,,
AIJOB0936,Generative Ai Engineer,Ai Engineering,4,bachelor's,228000,LONDON,UK,mid-size(1-5000),Energy,10,senior,$200-300k,,,,,
AIJOB0937,Ai Compliance Manager,Governance,8,master's,100000,TOKYO,JAPAN,sme(9-500),Finance,9,entry,$100k,,,,,
AIJOB0938,Ml Engineer,Ai Engineering,7,bachelor's,231000,CHICAGO,USA,startup(8-50),Healthcare,8,senior,$200-300k,,,,,
